"id","PD","LGD","EAD","Expected_Loss"
"62102","0.32192885580930986","0.517652390917391","3200","533.2711741279657"
"66431","0.4337641466024357","0.5488630741419143","2525","601.144735465811"
"66943","0.5606219057790367","0.592758611145375","2800","930.4776942923141"
"69124","0.4805326620593625","0.5242530051253133","18000","4534.572458618773"
"69251","0.28995049915837934","0.5253706927708366","6000","913.9889676725256"
"69550","0.6536011845985191","0.6330110016032582","11200","4633.851493731988"
"69828","0.3843882914833763","0.16216971041140288","15000","935.0420687308958"
"69990","0.22061215490820718","0.5098536204020423","15500","1743.438541212007"
"84918","0.262718156912491","0.5188464703769338","5000","681.551942089897"
"90395","0.2503289960481332","0.4771918904828564","5000","597.2748343344208"
"92507","0.19723167124647112","0.49835414723854177","5000","491.4561066623377"
"93277","0.4674583046014268","0.5200214538371156","3000","729.2650415012016"
"94838","0.2917239723155993","0.43897063383233126","3000","384.17477109439227"
"98276","0.4600751838961308","0.5056576553713549","5400","1256.258909430697"
"100214","0.24243460931348815","0.5177335478405811","5000","627.582651996087"
"111307","0.5237378782992906","0.578600083811189","12000","3636.4173633487667"
"112496","0.5280375610437796","0.5504870806363993","3000","872.0335663360643"
"117056","0.21277805784662707","0.452713159532797","5000","481.63713423499394"
"120215","0.2612310666964047","0.49996931301445335","4000","522.4300678169373"
"120374","0.2914121443173525","0.48859933873764133","2000","284.7675620271531"
"121530","0.25785954889312623","0.4915573993925759","3000","380.2583077873437"
"121568","0.36714650634974155","0.4986271438720338","4000","732.2768553750686"
"123228","0.45146116404288616","0.4987241880247921","20000","4503.0920492403175"
"127830","0.4236973399764762","0.4985417538475997","8000","1689.8465197794812"
"131387","0.48204381266109386","0.5181706226270001","6000","1498.685655240552"
"132892","0.5987338507222403","0.5937579487757952","9000","3199.526847607235"
"138568","0.3828676034599727","0.5145041462266817","3275","645.132324902995"
"139657","0.40557725168804715","0.5374828899599878","1200","261.5890000071851"
"139968","0.5195216453317549","0.5534031361135874","10000","2875.0490780548403"
"142608","0.5226033567943753","0.5688402011848972","5000","1486.3889930940752"
"144635","0.5571122402189204","0.5952191361331824","25000","8290.096658808196"
"146641","0.4791473300505862","0.5254850988319313","8000","2014.2782566935064"
"149575","0.3919398634213699","0.5125750544769896","10000","2008.985968449125"
"153235","0.6325180012440879","0.5197004145174443","18000","5916.957613853361"
"153434","0.5185701588734193","0.5520844797942746","12000","3435.5344367815915"
"156868","0.3424292112541665","0.5038695277971483","24750","4270.356213220024"
"159713","0.5228926005082521","0.5578770564594362","900","262.5388063343672"
"164741","0.2987816226607054","0.5022923080339275","16000","2401.2113735098837"
"166747","0.49523712546465704","0.5228976293762916","5000","1294.7915944229912"
"167645","0.4404688951104012","0.5665004803964871","6000","1497.1550440785131"
"168190","0.4582215395266852","0.5474938921031298","3975","997.2221391307882"
"169044","0.39756845847906763","0.5145519200859133","18500","3784.537853006018"
"169793","0.3945899616605788","0.5045831649753494","16000","3185.6552275551458"
"170488","0.4239406356483023","0.4981726626376731","5000","1055.978176306112"
"171220","0.552619977507061","0.5301616693804159","20000","5859.558596162226"
"173981","0.3281955293615124","0.5162671874250448","3200","542.1970651806137"
"174377","0.4129942711752892","0.5360524664530383","4800","1062.6556689335457"
"175147","0.5234767313712485","0.5544760070587779","2400","696.6126907173849"
"175582","0.5551383713180573","0.573464238281357","10000","3183.5200324866287"
"176995","0.7025927849198202","0.5846256936546164","25000","10268.844856011965"
"178157","0.610396605598478","0.5777010409577347","14400","5077.825264098843"
"179897","0.5761665110947126","0.5138775850498318","25000","7401.976382698451"
"180005","0.3278742668788235","0.5056322230855588","4000","663.1351778179493"
"182589","0.41079154104483695","0.5085981128254623","8800","1838.564662352594"
"184296","0.538286194723947","0.570570028478081","25000","7678.249236325008"
"188937","0.255896598150271","0.5225607597928053","8000","1069.7721660623981"
"192311","0.45383880843138535","0.5129898302565676","10000","2328.146933010593"
"193586","0.5266084206208395","0.53170312729642","9000","2519.9940969425597"
"194565","0.36752260488474464","0.5026854473576976","12000","2216.9791806066505"
"195655","0.32639574635755075","0.5343096200423075","18000","3139.13496995511"
"196574","0.39449623133157274","0.526137246646762","9500","1971.8120291705188"
"196910","0.3460831987427395","0.5205071576153191","9000","1621.2490386840084"
"197019","0.392811725468332","0.517487485868198","2750","559.0066686384289"
"198952","0.1974687248888518","0.4390107711432511","2500","216.72724297532332"
"199486","0.42471609781466557","0.5021565672998946","8000","1706.1918220449497"
"200912","0.5764574556283448","0.6121054598941145","9400","3316.8159062757236"
"201285","0.37778853953237956","0.5459067742093003","2000","412.4746458987281"
"202720","0.389106762224979","0.5263143323908982","10000","2047.9246578922377"
"204428","0.5236243212547707","0.559380815135336","4000","1171.6215985927224"
"207148","0.3921115919624196","0.5182468325786398","2100","426.7422401589732"
"208728","0.5095194447121052","0.5309217307036844","8775","2373.768646005491"
"210194","0.6472977652019344","0.555373152770428","3800","1366.068842437512"
"211133","0.4632849641530755","0.5230469717093933","500","121.15989876938049"
"214968","0.48560163252564337","0.5121946386329317","9000","2238.5029742193024"
"215577","0.46945782639393996","0.5159900053535716","9000","2180.1199171885664"
"215865","0.45528253488363557","0.5416565482419625","16800","4142.9936741746715"
"217788","0.37677702598477003","0.5244454952701634","9300","1837.6708301907179"
"218282","0.5323058983744979","0.5480414824311808","11000","3208.9828501722345"
"218680","0.4501575386157778","0.5071569234758199","13500","3082.056916911644"
"219070","0.4225706507581348","0.5110993994892196","6000","1295.8536350655086"
"221264","0.43830197238401636","0.5520683942076863","15000","3629.589991081584"
"221301","0.3779490642973754","0.5305954880477602","22000","4411.837501017325"
"224381","0.5253089370451949","0.5671621575329788","25000","7448.383752647712"
"226154","0.5208111595658695","0.5788578883679384","5000","1507.3782403237835"
"227383","0.5197653079877307","0.5514839278907068","10800","3095.735907208284"
"229565","0.36046732073808485","0.5087979369656984","7000","1283.835203945632"
"231321","0.34595331117268624","0.5241515790009872","10000","1813.3197431178335"
"233852","0.43831572250007633","0.5159620957222383","9500","2148.465838306891"
"237549","0.2561808414323967","0.4852824354843529","4000","497.2802506189772"
"238587","0.33902044296062117","0.5343094617883972","8000","1449.1346433084282"
"238983","0.4036991601179444","0.5244321604600798","10000","2117.1282271657324"
"241659","0.38317218461759484","0.1747237909536316","12100","810.0864898808888"
"245733","0.24794442568122754","0.5043713548834912","6400","800.3588218665587"
"248130","0.3814968916534306","0.5217931864817927","1450","288.640594156677"
"248583","0.41070310498404905","0.5221518601937658","18000","3860.0890245859805"
"249699","0.6321823014892181","0.5432305346301021","20050","6885.5856289146095"
"250951","0.4038916024636843","0.5168760973241627","15250","3183.6192071573278"
"251142","0.3691434260967733","0.5466495780674118","17000","3430.465668076719"
"251996","0.39816575496452833","0.5081596799472903","5000","1011.6589130437296"
"253227","0.38651167855947144","0.5433304768451875","750","157.5026809634636"
"254201","0.47126637648034064","0.5539889712300073","17000","4438.298376387833"
"254250","0.5280886828200864","0.5510880881820093","3975","1156.8179458583606"
"256365","0.3918954474321732","0.5124372915577267","25000","5020.546041398657"
"256406","0.45493851586108747","0.5321139983794985","11000","2662.8706796084593"
"257346","0.46287017562212673","0.5271768932625608","10000","2440.144611683687"
"257612","0.4300103117615057","0.5040253611544765","9000","1950.6249241716775"
"259414","0.5152661168237234","0.5610752300388117","3975","1149.1846437366012"
"259505","0.4418994241121297","0.5431316018645748","20000","4800.190841621082"
"259595","0.38202955125424265","0.5200663968980669","10000","1986.8073222937935"
"259956","0.29498917801986557","0.5438910939457979","24000","3850.6076816495142"
"260368","0.2895873631069511","0.5533425639311095","3000","480.7230419509485"
"261456","0.318451620518719","0.5038539446844787","3000","481.35931556856383"
"262041","0.46401196915770115","0.5304482621571553","6000","1476.8060559589328"
"262215","0.6305373437378193","0.5742360809951063","20000","7241.545863781391"
"262563","0.47887339594011946","0.5443625056480689","15600","4066.619258553746"
"264754","0.3746118619155936","0.5070036768852948","5000","949.6479569802614"
"265007","0.6735786426750635","0.5616155076421196","19275","7291.5823736333505"
"265097","0.3631685342822726","0.49998188719362735","7000","1271.0438239785594"
"265836","0.35639320428766685","0.4963441173149613","7000","1238.2556927944888"
"266047","0.5664070207958838","0.5534748986851523","10000","3134.9206844956075"
"266130","0.5447504104233204","0.5558493093970208","14700","4451.14734958493"
"266798","0.2507016618796538","0.48950305519792203","5000","613.5961471664348"
"266963","0.48147553920405894","0.5240758522178243","10600","2674.6948574222783"
"267477","0.37380701937263805","0.5148079214065787","8000","1539.5105172033318"
"267516","0.6330997103163233","0.5578028999795015","25000","8828.621359765686"
"269127","0.4676271416081529","0.5450652331253574","19000","4842.858642171454"
"269289","0.3935434585295098","0.5567629309786964","10000","2191.1040943838293"
"270568","0.5493024487051024","0.5419026731770462","7000","2083.679257351946"
"271004","0.5025001289036028","0.5420839053186622","12000","3268.7667875903544"
"271045","0.5150067084538108","0.5470655924923211","15000","4226.136751467061"
"271434","0.5450588994657541","0.5327678616239179","11000","3194.2885076020148"
"274375","0.4176687582136259","0.5133434704704468","10000","2144.0752984846467"
"275605","0.5138085411906101","0.514083853706958","12000","3169.6880990738296"
"276232","0.4208202453195862","0.5194936525982653","19000","4153.655480239027"
"277468","0.22613317325789184","0.5046696647437203","8000","912.9804218839512"
"277709","0.5793513260303563","0.5799716062729324","25000","8400.182978854478"
"277895","0.5080741928620369","0.5608688820391495","8000","2279.7040363477913"
"279032","0.255049742017852","0.5066120343945818","12000","1550.5352241057274"
"279455","0.4253091473134082","0.5256351495925495","8400","1877.8824730777692"
"280193","0.2891924722149384","0.495235613957004","10000","1432.1841152910883"
"281565","0.4416589267854525","0.5246925605729318","7000","1622.1460723646646"
"281836","0.22177841069486615","0.5230553646261318","3000","348.00716241662167"
"282202","0.47333526352017263","0.5235558105055108","9000","2230.3568477982917"
"285781","0.37772431085594593","0.5049909517288219","14000","2670.463029223605"
"286636","0.5719791850588625","0.5626016515604932","13150","4231.623109366285"
"289587","0.2405845205619258","0.5014634880294653","7500","904.8326463515995"
"289651","0.31973961640897974","0.49864122362109453","6650","1060.2451012159818"
"290199","0.5120087578012585","0.5394155379116551","20000","5523.709590096883"
"290441","0.41443850546908856","0.5399561292230177","21000","4699.350835495292"
"290850","0.29754651654675524","0.5091254634782346","6000","908.9310488592058"
"291461","0.32787867424726236","0.5239656480277206","10000","1717.9716202643672"
"291954","0.43826621331323923","0.5220601622869526","16000","3660.821287155166"
"292921","0.5682566584532996","0.556707801451933","25000","7908.822874698961"
"293977","0.30307671142503045","0.51874905551843","25000","3930.5189450341572"
"294643","0.4448702497217506","0.5344281806376845","3500","832.1291936251963"
"296353","0.3356739679110281","0.5406689801717629","5000","907.4425095033231"
"296470","0.5763170450848225","0.5688633010847662","8000","2622.7649339069617"
"298280","0.4075183427489607","0.5582591785053348","12000","2730.0102629866833"
"299106","0.29365706533029756","0.5167909405118348","8000","1214.0744878399184"
"299146","0.5341153903577638","0.549379055764475","20000","5868.636176480445"
"300174","0.4959767724114841","0.5486751658266327","10000","2721.3013784902905"
"300350","0.4803650697476727","0.5331466777537953","7000","1792.735287314593"
"300548","0.3198992104978804","0.49150706198418737","10000","1572.327210828743"
"300596","0.45533929491933267","0.5167961164807026","14000","3294.446110135214"
"300867","0.4841224989911941","0.5468193690505231","3000","794.1826783245817"
"300918","0.47053527980341503","0.5314734499921264","16000","4001.2321360021047"
"304853","0.36152006066606857","0.5320558470707533","14000","2692.8840695505733"
"306768","0.4257446031113523","0.5354376093139198","4325","985.9255834251644"
"307519","0.42519714886342475","0.5401685414338544","7500","1722.585927925422"
"307544","0.4468914473339807","0.5467936629461267","12500","3054.467642838042"
"308272","0.5523819817171212","0.5705164893811008","6500","2048.429688543078"
"309242","0.42463062315177813","0.5303185437274961","10400","2341.9707343962814"
"311148","0.4556844583225229","0.5162794155217","10000","2352.605058050746"
"311392","0.5035326229579086","0.5571872594988376","15000","4208.429433812678"
"311749","0.2534429945172978","0.4935154604876757","9775","1222.6378033328165"
"312547","0.39575709357347943","0.5083063525945468","8050","1619.3850502194205"
"312891","0.43660411387846876","0.5823961894839871","6350","1614.6562336976665"
"312947","0.4232419347296058","0.5350782934771396","10000","2264.6757216308038"
"313228","0.35593026355207624","0.5010131009052466","4500","802.4657627171133"
"314413","0.3883231020537391","0.5094305502067726","7200","1424.3302910681066"
"314843","0.5146988264797161","0.5772046546162152","5000","1485.432791847979"
"315196","0.5650173791935598","0.5972250427870208","14000","4724.195398499977"
"315594","0.4474986259750535","0.5191051958826012","5000","1161.4943094698751"
"316313","0.4359382776699394","0.553160654311721","7200","1736.2361009910846"
"318725","0.48986529800991196","0.5353529638534762","5000","1311.2541958928637"
"321090","0.4690117417351589","0.54305094508188","5000","1273.4863480188835"
"321780","0.5963200646605449","0.5790761439857318","10000","3453.147236249506"
"324428","0.42909314043078794","0.5945414352867259","5000","1275.5682579170464"
"326469","0.3431315977335093","0.5107023584584814","9600","1682.2859157516493"
"329925","0.38446074379214934","0.5446700448941273","5600","1172.6638032552776"
"332728","0.4168705735097228","0.5470514381704402","3700","843.7836930468912"
"332922","0.4475744875515755","0.5270462564834696","10000","2358.9245816156513"
"333351","0.4968694728018641","0.5291671619729823","4125","1084.573911273494"
"333591","0.34887205826243683","0.5264546341739473","5500","1010.1592149333477"
"338592","0.3971899138534952","0.6016166964722096","5600","1338.1540695298795"
"338733","0.49802425040637965","0.5352393387127242","9000","2399.0595340536975"
"338772","0.39062658052445387","0.5077264802253316","4300","852.8252728921935"
"345439","0.43440879749298067","0.5538183957434256","4875","1172.844968706417"
"345808","0.4062581154191346","0.5425206076795479","4625","1019.3657233902078"
"346294","0.4904447070375261","0.5333484130990419","7500","1961.834296584668"
"346656","0.4601516903505407","0.5551206636481174","5850","1494.3223135982419"
"346719","0.4326705667388152","0.5397574684258207","5125","1196.8779950472035"
"346726","0.5052642164271592","0.5494473102227739","5000","1388.0803233386007"
"346919","0.5119561000501064","0.5597639823005929","1750","501.50552432247457"
"347076","0.28050854463541675","0.5225947953680053","7000","1026.1461383790584"
"347158","0.3130172344413179","0.5074375663547711","3500","555.9284628520112"
"347295","0.41937933733024846","0.5370424253798085","7000","1576.5714753180944"
"347512","0.3504203921018606","0.5260987245991375","5050","930.9963928595087"
"347554","0.4283711797612467","0.5899734398904131","4800","1213.0925686735545"
"347648","0.44855060392280544","0.5445100576828666","10000","2442.4031521569145"
"347709","0.4306762543862642","0.5413460872330346","6000","1398.869431057099"
"347722","0.5607560087558483","0.5645835348808912","5000","1582.968048145384"
"347858","0.35605132150637364","0.5048809638224081","4000","719.05413748952"
"347936","0.4794148928896451","0.5628267677538801","7500","2023.7065093361366"
"347987","0.4234343324882668","0.5369696200241247","4000","909.485490485574"
"348410","0.23411731777847278","0.5107627346311939","7500","896.8380108978973"
"348644","0.2229121560041566","0.4859127547702979","3000","324.94757938729833"
"348670","0.333681548506375","0.5248750685240997","6600","1155.9314292075744"
"348844","0.6398106325488254","0.6090067535836124","5000","1948.2449811841886"
"348958","0.3903790272962159","0.5221978201857392","1600","326.168123360501"
